State,County,Year,Days_with_AQI,Good_Days,Moderate_Days,Unhealthy_Sensitive_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days,Max_AQI,90th_Percentile_AQI,Median_AQI,Latitude,Longitude
Iowa,Pottawattamie,2013,129,91,38,0,0,0,0,86,61,35,41.25425,-95.887249
Iowa,Scott,2013,365,134,228,3,0,0,0,126,74,55,41.512077,-90.624044
Iowa,Van Buren,2013,363,267,96,0,0,0,0,97,58,43,40.695078,-92.006318
Iowa,Woodbury,2013,359,330,28,1,0,0,0,121,44,1,42.499844,-96.394755
Kansas,Chase,2013,120,108,12,0,0,0,0,68,52,26,38.434141,-96.5605
Kansas,Ford,2013,365,364,1,0,0,0,0,54,13,6,37.775303,-100.03544
Kansas,Johnson,2013,364,307,57,0,0,0,0,87,54,39,38.838575,-94.746424
Kansas,Leavenworth,2013,361,325,35,1,0,0,0,112,50,36,39.327391,-94.95102
Kansas,Neosho,2013,61,59,2,0,0,0,0,58,28,14,37.67696,-95.47594
Kansas,Sedgwick,2013,365,280,79,6,0,0,0,115,71,42,37.897506,-97.492083
Kansas,Shawnee,2013,364,310,54,0,0,0,0,93,56,39,39.024265,-95.711275
Kansas,Sherman,2013,61,56,4,1,0,0,0,104,44,19,39.342801,-101.702996
Kansas,Sumner,2013,365,296,65,4,0,0,0,112,59,40,37.47689,-97.366399
Kansas,Trego,2013,363,300,63,0,0,0,0,93,58,40,38.770081,-99.763424
Kansas,Wyandotte,2013,365,200,165,0,0,0,0,100,69,48,39.117219,-94.635605
Kentucky,Bell,2013,264,239,25,0,0,0,0,80,50,39,36.60843,-83.73694
Kentucky,Boone,2013,244,227,16,1,0,0,0,101,49,38,38.91833,-84.852637
Kentucky,Boyd,2013,365,303,61,1,0,0,0,119,55,38,38.45934,-82.64041
Kentucky,Bullitt,2013,243,222,20,1,0,0,0,105,50,37,37.98629,-85.71192
Kentucky,Campbell,2013,365,253,105,7,0,0,0,129,69,43,39.021881,-84.47445
Kentucky,Carter,2013,284,256,28,0,0,0,0,97,50,39,38.23887,-82.9881
Kentucky,Christian,2013,364,299,64,1,0,0,0,101,55,38,36.91171,-87.323337
Kentucky,Daviess,2013,365,265,99,1,0,0,0,102,63,42,37.780776,-87.075307
Kentucky,Edmonson,2013,363,318,44,1,0,0,0,105,52,38,37.13179,-86.142953
Kentucky,Fayette,2013,365,252,113,0,0,0,0,81,60,43,38.06503,-84.49761
Kentucky,Greenup,2013,365,352,12,1,0,0,0,101,45,31,38.548136,-82.731163
Kentucky,Hancock,2013,237,209,27,1,0,0,0,110,51,40,37.93829,-86.89719
Kentucky,Hardin,2013,364,251,113,0,0,0,0,90,61,44,37.705612,-85.852629
Kentucky,Henderson,2013,365,277,88,0,0,0,0,97,60,41,37.654381,-87.511427
Kentucky,Jefferson,2013,365,153,211,1,0,0,0,109,70,53,38.23158,-85.82678
Kentucky,Jessamine,2013,362,344,18,0,0,0,0,77,48,34,37.89147,-84.58825
Kentucky,Livingston,2013,241,203,37,1,0,0,0,108,58,41,37.07151,-88.33389
Kentucky,Madison,2013,114,96,18,0,0,0,0,68,53,33,37.736349,-84.291774
Kentucky,Marshall,2013,58,58,0,0,0,0,0,22,19,11,37.047914,-88.338323
Kentucky,McCracken,2013,365,292,73,0,0,0,0,100,58,38,37.05822,-88.57251
Kentucky,Morgan,2013,358,346,12,0,0,0,0,74,46,35,37.9214,-83.0662
Kentucky,Oldham,2013,243,209,33,1,0,0,0,108,58,40,38.4002,-85.44428
Kentucky,Perry,2013,361,309,52,0,0,0,0,77,53,37,37.28329,-83.20932
Kentucky,Pike,2013,356,309,45,2,0,0,0,130,52,38,37.4826,-82.53532
Kentucky,Pulaski,2013,285,252,33,0,0,0,0,80,51,40,37.09798,-84.61152
Kentucky,Simpson,2013,235,222,13,0,0,0,0,67,48,38,36.708607,-86.566284
Kentucky,Trigg,2013,336,314,21,1,0,0,0,115,49,36,36.7841,-87.8499
Kentucky,Warren,2013,359,287,72,0,0,0,0,81,59,39,37.04926,-86.21487
Kentucky,Washington,2013,362,334,28,0,0,0,0,93,49,38,37.7046,-85.0485
Louisiana,Ascension,2013,365,342,23,0,0,0,0,100,47,32,30.229653,-90.965628
Louisiana,Bossier,2013,365,265,97,3,0,0,0,119,64,43,32.535293,-93.747041
Louisiana,Caddo,2013,365,290,73,2,0,0,0,119,61,40,32.471819,-93.795179
Louisiana,Calcasieu,2013,365,251,111,3,0,0,0,115,67,43,30.103724,-93.285598
Louisiana,East Baton Rouge,2013,365,244,116,3,2,0,0,166,65,45,30.577617,-91.235323
Louisiana,Iberville,2013,365,299,61,5,0,0,0,140,61,38,30.204218,-91.126041
Louisiana,Jefferson,2013,363,312,49,2,0,0,0,115,54,39,29.900314,-90.109836
Louisiana,Lafayette,2013,365,220,143,2,0,0,0,119,64,45,30.22611,-92.042908
Louisiana,Lafourche,2013,365,321,43,1,0,0,0,146,52,36,29.764098,-90.765275
Louisiana,Livingston,2013,365,297,65,3,0,0,0,129,58,41,30.315406,-90.811383
Louisiana,Orleans,2013,362,307,53,2,0,0,0,115,54,37,30.108633,-89.761683
Louisiana,Ouachita,2013,365,102,262,1,0,0,0,120,73,56,32.509959,-92.046196
Louisiana,Pointe Coupee,2013,344,307,36,1,0,0,0,101,51,37,30.681718,-91.366247
Louisiana,Rapides,2013,362,232,129,1,0,0,0,105,63,44,31.177824,-92.410746
Louisiana,St. Bernard,2013,361,255,82,21,3,0,0,200,76,43,29.943164,-89.97625
Louisiana,St. Charles,2013,365,348,17,0,0,0,0,87,46,31,29.997366,-90.411185
Louisiana,St. James,2013,357,335,22,0,0,0,0,100,48,32,30.052341,-90.670833
Louisiana,St. John the Baptist,2013,364,332,30,2,0,0,0,105,50,36,30.07783,-90.532944
Louisiana,St. Tammany,2013,365,287,74,3,1,0,0,154,59,41,30.429381,-90.199678
Louisiana,Tangipahoa,2013,123,109,14,0,0,0,0,79,53,28,30.503287,-90.377212
Louisiana,Terrebonne,2013,117,109,8,0,0,0,0,66,50,28,29.679301,-90.779731
Louisiana,West Baton Rouge,2013,365,274,90,1,0,0,0,101,57,38,30.327723,-91.284108
Maine,Androscoggin,2013,361,310,51,0,0,0,0,95,54,34,43.974622,-70.124608
Maine,Aroostook,2013,365,346,19,0,0,0,0,94,46,32,46.6041,-68.4135
Maine,Cumberland,2013,365,287,73,5,0,0,0,136,60,40,43.832458,-70.063815
Maine,Hancock,2013,365,328,34,3,0,0,0,129,51,37,44.37705,-68.2609
Maine,Kennebec,2013,361,349,11,1,0,0,0,108,44,30,44.230622,-69.785
Maine,Knox,2013,208,188,15,5,0,0,0,140,50,38,43.917955,-69.26059
Maine,Oxford,2013,204,200,4,0,0,0,0,87,44,30,44.377794,-70.854697
Maine,Penobscot,2013,363,323,39,1,0,0,0,119,51,32,44.94798,-68.64788
Maine,Washington,2013,362,348,13,1,0,0,0,129,44,34,45.125837,-67.265408
Maine,York,2013,214,186,21,7,0,0,0,147,54,40,43.343167,-70.471034
Maryland,Anne Arundel,2013,258,190,64,4,0,0,0,119,71,43,39.158911,-76.511025
Maryland,Baltimore,2013,365,278,83,4,0,0,0,119,67,40,39.310833,-76.474444
Maryland,Baltimore (City),2013,365,238,126,1,0,0,0,108,66,44,39.328807,-76.553075
Maryland,Calvert,2013,211,175,33,3,0,0,0,105,61,42,38.536722,-76.617194
Maryland,Carroll,2013,209,162,46,1,0,0,0,101,64,43,39.444294,-77.042252
Maryland,Cecil,2013,357,244,108,5,0,0,0,143,68,43,39.702982,-75.864771
Maryland,Charles,2013,198,167,31,0,0,0,0,97,61,40,38.508547,-76.811864
Maryland,Dorchester,2013,365,297,66,2,0,0,0,108,60,40,38.444971,-76.111274
Maryland,Frederick,2013,208,171,36,1,0,0,0,119,58,43,39.42276,-77.37519
Maryland,Garrett,2013,365,297,67,1,0,0,0,122,58,42,39.70595,-79.012
Maryland,Harford,2013,353,228,120,5,0,0,0,133,71,44,39.563333,-76.203889
Maryland,Kent,2013,353,260,91,2,0,0,0,126,64,40,39.305021,-75.797317
Maryland,Montgomery,2013,354,275,78,1,0,0,0,105,63,40,39.114313,-77.106876
Maryland,Prince George's,2013,365,243,116,6,0,0,0,122,71,44,39.0284,-76.8171
Maryland,Washington,2013,362,267,89,6,0,0,0,126,64,43,39.564178,-77.720244
Massachusetts,Barnstable,2013,315,291,20,4,0,0,0,129,49,36,41.975804,-70.023598
Massachusetts,Berkshire,2013,364,227,133,4,0,0,0,119,69,45,42.702223,-73.110414
Massachusetts,Bristol,2013,362,280,73,8,1,0,0,161,61,40,41.645381,-70.897504
Massachusetts,Dukes,2013,317,290,25,2,0,0,0,129,49,36,41.330469,-70.785225
Massachusetts,Essex,2013,365,276,81,8,0,0,0,126,64,41,42.770837,-71.10229
Massachusetts,Hampden,2013,365,262,97,6,0,0,0,140,64,40,42.120229,-72.584503
Massachusetts,Hampshire,2013,365,293,70,2,0,0,0,115,58,38,42.298493,-72.334079
Massachusetts,Middlesex,2013,358,335,21,2,0,0,0,101,48,34,42.612085,-71.306986
Massachusetts,Norfolk,2013,365,322,39,4,0,0,0,115,53,37,42.211774,-71.11397
Massachusetts,Plymouth,2013,192,166,26,0,0,0,0,72,54,28,42.065106,-71.012129
Massachusetts,Suffolk,2013,365,240,120,5,0,0,0,122,66,46,42.325186,-71.056061
Massachusetts,Worcester,2013,365,285,78,2,0,0,0,112,60,40,42.099699,-71.619399
Michigan,Allegan,2013,240,167,65,7,1,0,0,154,80,43,42.767786,-86.148577
Michigan,Bay,2013,114,94,20,0,0,0,0,67,54,29,43.571391,-83.890721
Michigan,Benzie,2013,183,140,42,1,0,0,0,119,71,40,44.616943,-86.109408
Michigan,Berrien,2013,240,172,63,5,0,0,0,126,77,42,42.19779,-86.309694
Michigan,Cass,2013,183,128,51,4,0,0,0,122,74,45,41.89557,-86.001629
Michigan,Clinton,2013,183,148,34,1,0,0,0,108,61,41,42.798339,-84.393795
Michigan,Genesee,2013,238,189,48,1,0,0,0,105,64,41,43.168336,-83.461541
Michigan,Huron,2013,181,153,27,1,0,0,0,133,58,40,43.836388,-82.6429
Michigan,Ingham,2013,361,306,54,1,0,0,0,101,57,37,42.761387,-84.562779
Michigan,Kalamazoo,2013,241,180,60,1,0,0,0,105,64,42,42.278067,-85.54189
Michigan,Kent,2013,365,259,102,4,0,0,0,138,67,41,43.176672,-85.416608
Michigan,Keweenaw,2013,122,118,4,0,0,0,0,58,28,9,47.9167,-89.150075
Michigan,Lenawee,2013,245,191,53,1,0,0,0,105,60,42,41.995568,-83.946559
Michigan,Macomb,2013,244,185,54,5,0,0,0,129,64,41,42.51334,-83.005971
Michigan,Manistee,2013,234,185,47,2,0,0,0,124,67,37,44.307,-86.242649
Michigan,Mason,2013,181,141,38,2,0,0,0,112,67,40,43.953334,-86.294415
Michigan,Missaukee,2013,363,319,43,1,0,0,0,101,54,37,44.310555,-84.891865
Michigan,Monroe,2013,363,333,30,0,0,0,0,69,46,6,41.886989,-83.364098
Michigan,Muskegon,2013,210,149,55,6,0,0,0,126,74,42,43.278061,-86.311083
Michigan,Oakland,2013,241,188,51,2,0,0,0,119,60,40,42.679172,-83.130141
Michigan,Ottawa,2013,365,302,61,2,0,0,0,115,64,31,42.92361,-86.196487
Michigan,Schoolcraft,2013,244,218,23,3,0,0,0,126,51,34,46.288877,-85.950227
Michigan,St. Clair,2013,364,292,64,8,0,0,0,146,63,32,42.773556,-82.47583
Michigan,Tuscola,2013,359,328,30,1,0,0,0,112,50,34,43.6138,-83.3591
Michigan,Washtenaw,2013,364,296,67,1,0,0,0,101,58,37,42.416636,-83.902185
Michigan,Wayne,2013,365,172,190,3,0,0,0,129,76,51,42.270009,-83.162585
Michigan,Wexford,2013,341,304,37,0,0,0,0,100,51,34,44.18089,-85.738985
Minnesota,Anoka,2013,365,280,83,2,0,0,0,126,62,41,45.13768,-93.207615
Minnesota,Becker,2013,352,306,46,0,0,0,0,77,53,36,46.851811,-95.846272
Minnesota,Carlton,2013,204,195,9,0,0,0,0,93,46,33,46.713694,-92.511722
Minnesota,Cook,2013,270,252,18,0,0,0,0,70,43,22,47.972085,-89.69098
Minnesota,Crow Wing,2013,365,338,27,0,0,0,0,79,49,31,46.39674,-94.1303
Minnesota,Dakota,2013,365,307,57,1,0,0,0,102,55,28,44.706123,-93.285803
Minnesota,Goodhue,2013,213,190,23,0,0,0,0,87,51,40,44.473754,-93.012611
Minnesota,Hennepin,2013,365,278,87,0,0,0,0,93,62,37,45.013611,-93.272049
Minnesota,Lake,2013,365,325,40,0,0,0,0,84,52,33,47.948622,-91.495574
Minnesota,Lyon,2013,365,291,72,2,0,0,0,101,61,37,44.4438,-95.81789
Minnesota,Mille Lacs,2013,213,205,8,0,0,0,0,74,46,34,46.2053,-93.75945
Minnesota,Olmsted,2013,365,282,83,0,0,0,0,100,61,39,43.996908,-92.450366
Minnesota,Ramsey,2013,365,282,83,0,0,0,0,99,59,32,45.074799,-93.030755
Minnesota,Saint Louis,2013,365,294,71,0,0,0,0,82,55,39,46.72938,-92.15998
Minnesota,Scott,2013,261,211,49,1,0,0,0,108,58,41,44.791437,-93.512534
Minnesota,Stearns,2013,359,312,47,0,0,0,0,83,55,36,45.549839,-94.13345
Minnesota,Washington,2013,365,262,103,0,0,0,0,97,62,41,45.168004,-92.765136
Minnesota,Winona,2013,120,113,7,0,0,0,0,57,45,22,43.937299,-91.405348
Minnesota,Wright,2013,357,298,59,0,0,0,0,89,56,34,45.20916,-93.66921
Mississippi,Bolivar,2013,245,208,36,1,0,0,0,108,58,41,33.750838,-90.734175
Mississippi,DeSoto,2013,365,290,74,1,0,0,0,112,61,40,34.82166,-89.98783
Mississippi,Forrest,2013,361,279,81,1,0,0,0,107,58,38,31.323639,-89.287167
Mississippi,Hancock,2013,241,218,23,0,0,0,0,87,50,38,30.300833,-89.395916
Mississippi,Harrison,2013,357,296,61,0,0,0,0,90,56,39,30.390369,-89.049778
Mississippi,Hinds,2013,365,249,116,0,0,0,0,93,62,44,32.346722,-90.225667
Mississippi,Jackson,2013,362,332,29,1,0,0,0,105,50,31,30.378287,-88.53393
Mississippi,Lauderdale,2013,242,232,10,0,0,0,0,80,46,33,32.364565,-88.731491
Mississippi,Lee,2013,242,223,18,1,0,0,0,101,49,38,34.264917,-88.766222
Mississippi,Yalobusha,2013,342,333,8,1,0,0,0,105,44,31,34.002747,-89.799183
Missouri,Andrew,2013,214,176,35,3,0,0,0,115,67,42,39.9544,-94.849
Missouri,Boone,2013,214,178,36,0,0,0,0,97,58,42,39.07803,-92.31632
Missouri,Buchanan,2013,359,214,145,0,0,0,0,86,64,45,39.741694,-94.858584
Missouri,Callaway,2013,214,188,26,0,0,0,0,77,51,41,38.70608,-92.09308
Missouri,Cass,2013,361,266,95,0,0,0,0,97,59,43,38.75961,-94.57983
Missouri,Cedar,2013,351,264,87,0,0,0,0,87,61,40,37.70097,-94.03474
Missouri,Clay,2013,364,257,100,7,0,0,0,136,72,44,39.331913,-94.580931
Missouri,Clinton,2013,214,165,45,4,0,0,0,119,74,43,39.53063,-94.55594
Missouri,Greene,2013,365,278,87,0,0,0,0,97,58,41,37.319186,-93.204411
Missouri,Iron,2013,365,329,29,7,0,0,0,149,49,6,37.63211,-91.13565
Missouri,Jackson,2013,365,181,144,39,1,0,0,162,102,51,39.047911,-94.450513
Missouri,Jasper,2013,362,303,57,2,0,0,0,105,58,35,37.2385,-94.42468
Missouri,Jefferson,2013,365,182,154,27,2,0,0,178,95,51,38.10525,-90.29842
Missouri,Lincoln,2013,214,162,48,4,0,0,0,136,71,44,39.04577,-90.84927
Missouri,Monroe,2013,365,336,29,0,0,0,0,87,49,35,39.474976,-91.788991
Missouri,Perry,2013,214,178,36,0,0,0,0,100,58,42,37.70264,-89.69864
Missouri,Saint Charles,2013,214,152,57,4,1,0,0,156,80,44,38.595607,-90.830618
Missouri,Saint Louis,2013,365,203,158,4,0,0,0,150,70,48,38.650329,-90.350313
Missouri,Sainte Genevieve,2013,263,202,60,1,0,0,0,105,61,44,37.90084,-90.42388
Missouri,St. Louis City,2013,365,169,194,2,0,0,0,133,70,52,38.63114,-90.28115
Missouri,Stoddard,2013,107,88,19,0,0,0,0,66,55,33,36.970052,-90.1401
Missouri,Taney,2013,264,230,34,0,0,0,0,100,53,38,36.613879,-92.92228
Montana,Cascade,2013,337,311,26,0,0,0,0,71,48,26,47.494318,-111.303317
Montana,Fergus,2013,365,359,6,0,0,0,0,61,44,35,47.582225,-108.720383
Montana,Flathead,2013,365,284,77,4,0,0,0,125,59,40,48.5103,-113.99681
Montana,Gallatin,2013,365,334,31,0,0,0,0,76,48,24,45.683765,-111.056282
Montana,Lake,2013,120,120,0,0,0,0,0,49,24,8,47.773283,-114.269975
Montana,Lewis and Clark,2013,365,314,51,0,0,0,0,100,57,38,46.826103,-111.711573
Montana,Lincoln,2013,365,239,126,0,0,0,0,94,71,35,48.391545,-115.553309
Montana,Missoula,2013,365,156,185,18,6,0,0,163,89,55,47.17563,-113.476182
Montana,Phillips,2013,365,360,5,0,0,0,0,56,42,32,48.317507,-107.862471
Montana,Powder River,2013,363,319,44,0,0,0,0,71,52,39,45.440295,-105.370283
Montana,Powell,2013,119,116,3,0,0,0,0,66,26,7,47.122091,-113.155326
Montana,Ravalli,2013,346,273,66,7,0,0,0,124,66,27,45.859686,-114.001032
Montana,Richland,2013,365,307,56,2,0,0,0,110,55,38,47.8679,-104.676944
Montana,Roosevelt,2013,106,105,1,0,0,0,0,53,28,13,48.30795,-105.102866
Montana,Rosebud,2013,365,318,42,5,0,0,0,113,53,39,45.648328,-106.557247
Montana,Sanders,2013,174,171,2,1,0,0,0,106,26,12,47.954771,-115.671925
Montana,Sheridan,2013,107,105,2,0,0,0,0,66,30,15,48.487054,-104.476346
Montana,Silver Bow,2013,365,275,84,5,1,0,0,152,64,29,46.002602,-112.501247
Montana,Yellowstone,2013,365,338,25,2,0,0,0,112,46,24,45.806311,-108.425978
Nebraska,Cass,2013,355,334,21,0,0,0,0,77,46,22,40.865557,-96.146955
Nebraska,Douglas,2013,365,226,135,4,0,0,0,118,67,45,41.316675,-95.946404
Nebraska,Hall,2013,114,94,20,0,0,0,0,76,57,27,40.915555,-98.378888
Nebraska,Knox,2013,364,339,25,0,0,0,0,100,49,36,42.829154,-97.854129
Nebraska,Lancaster,2013,257,229,28,0,0,0,0,74,52,36,40.55476,-96.78035
Nebraska,Sarpy,2013,306,211,93,2,0,0,0,128,63,40,41.133294,-95.956103
Nebraska,Scotts Bluff,2013,89,87,2,0,0,0,0,56,40,20,41.875556,-103.658056
Nebraska,Thomas,2013,113,108,5,0,0,0,0,61,36,14,41.888789,-100.339141
Nebraska,Washington,2013,116,95,20,1,0,0,0,101,60,28,41.551211,-96.146175
Nevada,Carson City,2013,275,180,80,5,9,1,0,220,80,47,39.1447,-119.7661
Nevada,Churchill,2013,210,153,57,0,0,0,0,87,61,46,39.472471,-118.783624
Nevada,Clark,2013,365,106,221,34,4,0,0,166,101,61,36.569333,-115.676651
Nevada,Douglas,2013,277,204,53,5,9,6,0,280,85,33,38.897557,-119.732507
Nevada,Elko,2013,361,353,8,0,0,0,0,83,37,19,41.892499,-115.427015
Nevada,Lyon,2013,208,135,73,0,0,0,0,90,67,47,39.063033,-119.2044
Nevada,Nye,2013,365,352,12,1,0,0,0,133,34,18,36.193469,-116.007584
Nevada,Washoe,2013,365,151,179,17,4,0,14,895,99,54,39.645264,-119.840025
Nevada,White Pine,2013,360,279,75,6,0,0,0,119,64,44,39.00512,-114.21593
New Hampshire,Belknap,2013,213,205,8,0,0,0,0,84,46,31,43.566122,-71.496335
New Hampshire,Cheshire,2013,365,282,80,3,0,0,0,108,67,38,42.930521,-72.272332
New Hampshire,Coos,2013,365,279,84,2,0,0,0,119,64,44,44.308132,-71.217639
New Hampshire,Grafton,2013,365,322,43,0,0,0,0,84,53,36,43.944519,-71.700788
New Hampshire,Hillsborough,2013,364,308,55,1,0,0,0,112,54,38,42.86183,-71.878626
New Hampshire,Merrimack,2013,365,327,38,0,0,0,0,97,51,28,43.2185,-71.5145
New Hampshire,Rockingham,2013,365,271,91,3,0,0,0,119,64,43,42.862531,-71.38014
New Jersey,Atlantic,2013,363,303,57,2,1,0,0,154,58,39,39.36326,-74.431
New Jersey,Bergen,2013,283,221,55,7,0,0,0,119,64,37,40.85355,-73.96618
New Jersey,Camden,2013,365,239,122,4,0,0,0,112,68,44,39.989036,-75.050008
New Jersey,Cumberland,2013,303,285,18,0,0,0,0,90,49,34,39.422273,-75.025204
New Jersey,Essex,2013,365,275,88,2,0,0,0,126,63,41,40.720989,-74.192892
New Jersey,Gloucester,2013,292,238,50,4,0,0,0,126,64,41,39.800339,-75.212119
New Jersey,Hudson,2013,365,263,100,1,1,0,0,151,67,38,40.725413,-74.052293
New Jersey,Hunterdon,2013,365,284,77,4,0,0,0,119,61,38,40.515262,-74.806671
New Jersey,Mercer,2013,365,242,120,3,0,0,0,122,68,43,40.3125,-74.8729
New Jersey,Middlesex,2013,365,295,69,1,0,0,0,112,61,37,40.462182,-74.429439
New Jersey,Monmouth,2013,249,203,42,3,1,0,0,151,64,40,40.277647,-74.0051
New Jersey,Morris,2013,361,302,53,6,0,0,0,122,58,37,40.787628,-74.676301
New Jersey,Ocean,2013,363,286,74,3,0,0,0,119,58,40,39.994908,-74.170447
New Jersey,Passaic,2013,287,242,43,2,0,0,0,122,58,37,41.058617,-74.255544
New Jersey,Union,2013,365,235,129,1,0,0,0,107,67,44,40.603943,-74.276174
New Jersey,Warren,2013,365,289,70,6,0,0,0,121,62,36,40.92458,-75.067815
New Mexico,Bernalillo,2013,365,146,213,6,0,0,0,145,80,54,35.19324,-106.613815
New Mexico,Catron,2013,103,101,2,0,0,0,0,64,25,10,33.220502,-108.235719
New Mexico,Chaves,2013,110,105,4,1,0,0,0,121,38,22,33.459914,-104.404711
New Mexico,Dona Ana,2013,365,151,160,39,8,2,5,458,112,57,32.322037,-106.768337
New Mexico,Eddy,2013,356,247,107,2,0,0,0,122,74,45,32.1783,-104.4406
New Mexico,Lea,2013,365,276,87,2,0,0,0,111,71,37,32.726656,-103.122917
New Mexico,Lincoln,2013,114,112,2,0,0,0,0,52,34,15,33.468809,-105.535444
New Mexico,Los Alamos,2013,121,120,1,0,0,0,0,53,25,10,35.804193,-106.298639
New Mexico,Luna,2013,365,241,113,4,4,0,3,556,77,46,32.2558,-107.7227
New Mexico,Rio Arriba,2013,295,237,56,2,0,0,0,112,61,44,36.013945,-106.845299
New Mexico,San Juan,2013,365,238,121,5,1,0,0,156,77,46,36.8071,-108.69523
New Mexico,Sandoval,2013,351,283,68,0,0,0,0,97,61,43,35.299484,-106.548914
New Mexico,Santa Fe,2013,365,267,98,0,0,0,0,100,67,44,35.61975,-106.07968
New Mexico,Socorro,2013,108,103,5,0,0,0,0,68,35,14,33.869593,-106.852584
New Mexico,Taos,2013,359,354,5,0,0,0,0,59,34,15,36.58544,-105.452563
New Mexico,Valencia,2013,365,244,116,5,0,0,0,115,74,44,34.8147,-106.7396
New York,Albany,2013,365,296,69,0,0,0,0,97,58,39,42.640931,-73.756511
New York,Bronx,2013,365,235,123,7,0,0,0,119,69,45,40.8679,-73.87809
New York,Chautauqua,2013,358,321,36,1,0,0,0,119,51,36,42.49963,-79.31881
New York,Dutchess,2013,358,337,21,0,0,0,0,100,47,33,41.78555,-73.74136
New York,Erie,2013,365,261,100,4,0,0,0,122,62,42,42.99813,-78.89926
New York,Essex,2013,365,333,32,0,0,0,0,100,50,39,43.9731,-74.2232
New York,Hamilton,2013,362,343,19,0,0,0,0,84,45,34,43.44957,-74.51625
New York,Jefferson,2013,361,339,22,0,0,0,0,93,47,34,44.08747,-75.97316
New York,Kings,2013,365,287,77,1,0,0,0,108,59,30,40.71961,-73.94771
New York,Monroe,2013,365,299,66,0,0,0,0,84,58,38,43.14618,-77.54817
New York,Nassau,2013,364,291,73,0,0,0,0,95,56,31,40.74316,-73.58549
New York,New York,2013,365,223,141,1,0,0,0,108,67,45,40.81976,-73.94825
New York,Niagara,2013,246,222,23,1,0,0,0,101,50,35,43.096373,-79.011447
New York,Oneida,2013,361,315,46,0,0,0,0,82,54,24,43.09892,-75.22506
New York,Onondaga,2013,353,326,27,0,0,0,0,93,48,33,43.05235,-76.05921
New York,Orange,2013,365,320,45,0,0,0,0,86,53,34,41.52375,-74.21534
New York,Oswego,2013,359,345,14,0,0,0,0,84,45,33,43.28428,-76.46324
New York,Putnam,2013,365,351,13,1,0,0,0,108,45,32,41.45589,-73.70977
New York,Queens,2013,365,254,106,5,0,0,0,133,62,42,40.739264,-73.817694
New York,Richmond,2013,365,265,96,3,1,0,0,151,64,42,40.58027,-74.19832
New York,Rockland,2013,365,297,65,3,0,0,0,143,58,39,41.18208,-74.02819
New York,Saratoga,2013,362,346,16,0,0,0,0,93,44,32,43.01209,-73.6489
New York,Steuben,2013,364,342,22,0,0,0,0,84,47,32,42.09142,-77.20978
New York,Suffolk,2013,365,273,83,7,2,0,0,159,63,41,40.82799,-73.05754
New York,Tompkins,2013,351,327,24,0,0,0,0,93,48,35,42.4006,-76.6538
New York,Wayne,2013,302,275,27,0,0,0,0,93,50,33,43.23086,-77.17136
New York,Westchester,2013,365,300,59,6,0,0,0,136,59,39,41.05192,-73.76366
North Carolina,Alexander,2013,213,197,16,0,0,0,0,100,49,40,35.9138,-81.191
North Carolina,Avery,2013,363,336,27,0,0,0,0,93,48,40,36.1058,-82.0454
North Carolina,Beaufort,2013,362,362,0,0,0,0,0,46,13,3,35.428,-76.7399
North Carolina,Buncombe,2013,365,313,52,0,0,0,0,97,53,36,35.481963,-82.509719
North Carolina,Caldwell,2013,365,354,11,0,0,0,0,93,45,29,35.9359,-81.5306
North Carolina,Carteret,2013,325,311,14,0,0,0,0,93,45,34,34.8848,-76.6203
North Carolina,Caswell,2013,364,266,97,1,0,0,0,112,60,41,36.307033,-79.467417
North Carolina,Catawba,2013,364,305,59,0,0,0,0,72,54,33,35.728889,-81.365556
North Carolina,Cumberland,2013,336,277,58,1,0,0,0,105,56,39,35.002304,-78.991692
North Carolina,Davidson,2013,357,260,97,0,0,0,0,77,59,40,35.8145,-80.2627
North Carolina,Durham,2013,365,303,62,0,0,0,0,87,54,36,36.032955,-78.904037
North Carolina,Edgecombe,2013,361,303,57,1,0,0,0,101,54,36,35.988278,-77.5843
North Carolina,Forsyth,2013,365,266,97,2,0,0,0,122,64,43,36.051805,-80.144933
North Carolina,Graham,2013,214,178,36,0,0,0,0,97,61,43,35.2578,-83.7955
North Carolina,Granville,2013,214,191,23,0,0,0,0,93,51,38,36.141111,-78.768056
North Carolina,Guilford,2013,357,287,69,1,0,0,0,105,56,39,36.109006,-79.802314
North Carolina,Haywood,2013,265,215,50,0,0,0,0,97,58,44,35.587144,-83.074156
North Carolina,Hyde,2013,108,104,4,0,0,0,0,56,40,22,35.45109,-76.207165
North Carolina,Jackson,2013,253,205,47,1,0,0,0,119,55,44,35.466767,-83.277928
North Carolina,Johnston,2013,261,235,26,0,0,0,0,97,50,35,35.59095,-78.4622
North Carolina,Lenoir,2013,262,232,30,0,0,0,0,100,51,36,35.2318,-77.5669
North Carolina,Lincoln,2013,214,194,18,2,0,0,0,105,50,40,35.438556,-81.27675
North Carolina,Macon,2013,346,330,16,0,0,0,0,84,46,32,35.0608,-83.4306
North Carolina,Martin,2013,365,266,99,0,0,0,0,90,58,43,35.81066,-76.9063
North Carolina,Mecklenburg,2013,365,268,95,2,0,0,0,101,63,43,35.281791,-80.851473
North Carolina,Mitchell,2013,118,100,18,0,0,0,0,68,55,32,35.912487,-82.062082
